编号,精灵名称,来源,习得等级,技能属性,技能名,能耗,类别,威力
NO048,音速犬,血脉技能,,光,虹光冲击,3,魔攻,100
NO048,音速犬,血脉技能,,机械,离子震荡,3,魔攻,90
NO048,音速犬,血脉技能,,萌,魅惑,1,魔攻,60
NO048,音速犬,血脉技能,,幻,念力膨胀,2,物攻,80
NO048,音速犬,血脉技能,,地,扬沙,1,物攻,60
NO048,音速犬,血脉技能,,毒,溃烂触碰,1,物攻,60
NO048,音速犬,血脉技能,,水,泡沫,1,物攻,60
NO048,音速犬,血脉技能,,翼,风矢,2,物攻,80
NO048,音速犬,可学技能石,,普通,借用,0,状态,0
NO048,音速犬,可学技能石,,普通,偷袭,3,物攻,85
NO048,音速犬,可学技能石,,普通,吞噬,6,物攻,150
NO048,音速犬,可学技能石,,电,导电撞击,0,物攻,40
NO048,音速犬,可学技能石,,普通,摇篮曲,5,状态,0
NO048,音速犬,可学技能石,,恶,撕咬,3,物攻,30
NO048,音速犬,可学技能石,,普通,晒太阳,1,状态,0
NO048,音速犬,可学技能石,,恶,诋毁,2,物攻,80
NO048,音速犬,可学技能石,,恶,贪婪,2,状态,0
NO048,音速犬,可学技能石,,恶,跌落,3,物攻,120
NO048,音速犬,可学技能石,,电,过载回路,1,状态,0
NO048,音速犬,可学技能石,,光,闪光冲击,3,物攻,100
NO048,音速犬,可学技能石,,电,麻痹,2,状态,0
NO049,绿耳松鼠,精灵技能,LV1,普通,防御,1,防御,0
NO049,绿耳松鼠,精灵技能,LV1,普通,落星,0,物攻,45
NO049,绿耳松鼠,精灵技能,LV6,普通,休息回复,2,状态,0
NO049,绿耳松鼠,精灵技能,LV8,普通,拍击,1,魔攻,65
NO049,绿耳松鼠,精灵技能,LV10,普通,耀眼,1,状态,0
NO049,绿耳松鼠,精灵技能,LV13,普通,音波弹,1,魔攻,60
NO049,绿耳松鼠,精灵技能,LV20,普通,防反,2,防御,0
NO049,绿耳松鼠,精灵技能,LV21,普通,旋转突击,3,物攻,35
NO049,绿耳松鼠,精灵技能,LV28,普通,气势一击,3,物攻,80
NO049,绿耳松鼠,精灵技能,LV30,普通,抓挠,0,物攻,35
NO049,绿耳松鼠,精灵技能,LV34,普通,蓄能轰击,6,魔攻,130
NO049,绿耳松鼠,精灵技能,LV35,普通,冲撞,7,物攻,135
NO049,绿耳松鼠,精灵技能,LV38,普通,吓退,2,防御,0
NO049,绿耳松鼠,精灵技能,LV40,普通,突袭,2,魔攻,70
NO049,绿耳松鼠,精灵技能,LV46,普通,无畏之心,5,防御,0
NO049,绿耳松鼠,血脉技能,,普通,星星撞击,2,魔攻,90
NO049,绿耳松鼠,血脉技能,,恶,等价交换,3,防御,0
NO049,绿耳松鼠,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO049,绿耳松鼠,血脉技能,,电,集中,2,防御,0
NO049,绿耳松鼠,血脉技能,,武,贯手,2,魔攻,80
NO049,绿耳松鼠,血脉技能,,火,火焰护盾,2,防御,0
NO049,绿耳松鼠,血脉技能,,幽,虚化,2,防御,0
NO049,绿耳松鼠,血脉技能,,草,蜡质膜,2,防御,0
NO049,绿耳松鼠,血脉技能,,冰,雪替身,2,防御,0
NO049,绿耳松鼠,血脉技能,,虫,掩护,2,防御,0
NO049,绿耳松鼠,血脉技能,,光,虹光冲击,3,魔攻,100
NO049,绿耳松鼠,血脉技能,,机械,离子震荡,3,魔攻,90
NO049,绿耳松鼠,血脉技能,,萌,魅惑,1,魔攻,60
NO049,绿耳松鼠,血脉技能,,幻,冥想,3,防御,0
NO049,绿耳松鼠,血脉技能,,地,淤泥表皮,2,防御,0
NO049,绿耳松鼠,血脉技能,,毒,溃烂触碰,1,物攻,60
NO049,绿耳松鼠,血脉技能,,水,水泡盾,2,防御,0
NO049,绿耳松鼠,血脉技能,,翼,羽翼庇护,3,防御,0
NO049,绿耳松鼠,可学技能石,,地,刺盾,2,防御,0
NO049,绿耳松鼠,可学技能石,,武,化劲,2,状态,0
NO049,绿耳松鼠,可学技能石,,普通,取念,0,状态,0
NO049,绿耳松鼠,可学技能石,,武,寸拳,0,物攻,30
NO049,绿耳松鼠,可学技能石,,武,影袭,3,物攻,100
NO049,绿耳松鼠,可学技能石,,武,气波,0,魔攻,40
NO049,绿耳松鼠,可学技能石,,地,泥巴喷射,1,魔攻,60
NO049,绿耳松鼠,可学技能石,,普通,热身运动,2,状态,0
NO049,绿耳松鼠,可学技能石,,地,硬化,2,防御,0
NO049,绿耳松鼠,可学技能石,,武,硬门,2,防御,0
NO049,绿耳松鼠,可学技能石,,地,落石,1,物攻,55
NO049,绿耳松鼠,可学技能石,,普通,血气,2,防御,0
NO049,绿耳松鼠,可学技能石,,普通,追打,3,魔攻,75
NO049,绿耳松鼠,可学技能石,,地,遁地,3,防御,0
NO049,绿耳松鼠,可学技能石,,普通,锐利眼神,2,状态,0
NO049,绿耳松鼠,可学技能石,,普通,音爆,4,魔攻,130
NO050,抱枕松鼠,精灵技能,LV1,普通,防御,1,防御,0
NO050,抱枕松鼠,精灵技能,LV1,普通,落星,0,物攻,45
NO050,抱枕松鼠,精灵技能,LV6,普通,休息回复,2,状态,0
NO050,抱枕松鼠,精灵技能,LV8,普通,拍击,1,魔攻,65
NO050,抱枕松鼠,精灵技能,LV10,普通,耀眼,1,状态,0
NO050,抱枕松鼠,精灵技能,LV13,普通,音波弹,1,魔攻,60
NO050,抱枕松鼠,精灵技能,LV20,普通,防反,2,防御,0
NO050,抱枕松鼠,精灵技能,LV21,普通,旋转突击,3,物攻,35
NO050,抱枕松鼠,精灵技能,LV28,普通,气势一击,3,物攻,80
NO050,抱枕松鼠,精灵技能,LV30,普通,抓挠,0,物攻,35
NO050,抱枕松鼠,精灵技能,LV34,普通,蓄能轰击,6,魔攻,130
NO050,抱枕松鼠,精灵技能,LV35,普通,冲撞,7,物攻,135
NO050,抱枕松鼠,精灵技能,LV38,普通,吓退,2,防御,0
NO050,抱枕松鼠,精灵技能,LV40,普通,突袭,2,魔攻,70
NO050,抱枕松鼠,精灵技能,LV46,普通,无畏之心,5,防御,0
NO050,抱枕松鼠,血脉技能,,普通,星星撞击,2,魔攻,90
NO050,抱枕松鼠,血脉技能,,恶,等价交换,3,防御,0
NO050,抱枕松鼠,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO050,抱枕松鼠,血脉技能,,电,集中,2,防御,0
NO050,抱枕松鼠,血脉技能,,武,贯手,2,魔攻,80
NO050,抱枕松鼠,血脉技能,,火,火焰护盾,2,防御,0
NO050,抱枕松鼠,血脉技能,,幽,虚化,2,防御,0
NO050,抱枕松鼠,血脉技能,,草,蜡质膜,2,防御,0
NO050,抱枕松鼠,血脉技能,,冰,雪替身,2,防御,0
NO050,抱枕松鼠,血脉技能,,虫,掩护,2,防御,0
NO050,抱枕松鼠,血脉技能,,光,虹光冲击,3,魔攻,100
NO050,抱枕松鼠,血脉技能,,机械,离子震荡,3,魔攻,90
NO050,抱枕松鼠,血脉技能,,萌,魅惑,1,魔攻,60
NO050,抱枕松鼠,血脉技能,,幻,冥想,3,防御,0
NO050,抱枕松鼠,血脉技能,,地,淤泥表皮,2,防御,0
NO050,抱枕松鼠,血脉技能,,毒,溃烂触碰,1,物攻,60
NO050,抱枕松鼠,血脉技能,,水,水泡盾,2,防御,0
NO050,抱枕松鼠,血脉技能,,翼,羽翼庇护,3,防御,0
NO050,抱枕松鼠,可学技能石,,地,刺盾,2,防御,0
NO050,抱枕松鼠,可学技能石,,武,化劲,2,状态,0
NO050,抱枕松鼠,可学技能石,,普通,取念,0,状态,0
NO050,抱枕松鼠,可学技能石,,武,寸拳,0,物攻,30
NO050,抱枕松鼠,可学技能石,,武,影袭,3,物攻,100
NO050,抱枕松鼠,可学技能石,,武,气波,0,魔攻,40
NO050,抱枕松鼠,可学技能石,,地,泥巴喷射,1,魔攻,60
NO050,抱枕松鼠,可学技能石,,普通,热身运动,2,状态,0
NO050,抱枕松鼠,可学技能石,,地,硬化,2,防御,0
NO050,抱枕松鼠,可学技能石,,武,硬门,2,防御,0
NO050,抱枕松鼠,可学技能石,,地,落石,1,物攻,55
NO050,抱枕松鼠,可学技能石,,普通,血气,2,防御,0
NO050,抱枕松鼠,可学技能石,,普通,追打,3,魔攻,75
NO050,抱枕松鼠,可学技能石,,地,遁地,3,防御,0
NO050,抱枕松鼠,可学技能石,,普通,锐利眼神,2,状态,0
NO050,抱枕松鼠,可学技能石,,普通,音爆,4,魔攻,130
NO051,蹦床松鼠,精灵技能,LV1,普通,防御,1,防御,0
NO051,蹦床松鼠,精灵技能,LV1,普通,落星,0,物攻,45
NO051,蹦床松鼠,精灵技能,LV6,普通,休息回复,2,状态,0
NO051,蹦床松鼠,精灵技能,LV8,普通,拍击,1,魔攻,65
NO051,蹦床松鼠,精灵技能,LV10,普通,耀眼,1,状态,0
NO051,蹦床松鼠,精灵技能,LV13,普通,音波弹,1,魔攻,60
NO051,蹦床松鼠,精灵技能,LV20,普通,防反,2,防御,0
NO051,蹦床松鼠,精灵技能,LV21,普通,旋转突击,3,物攻,35
NO051,蹦床松鼠,精灵技能,LV28,普通,气势一击,3,物攻,80
NO051,蹦床松鼠,精灵技能,LV30,普通,抓挠,0,物攻,35
NO051,蹦床松鼠,精灵技能,LV34,普通,蓄能轰击,6,魔攻,130
NO051,蹦床松鼠,精灵技能,LV35,普通,冲撞,7,物攻,135
NO051,蹦床松鼠,精灵技能,LV38,普通,吓退,2,防御,0
NO051,蹦床松鼠,精灵技能,LV40,普通,突袭,2,魔攻,70
NO051,蹦床松鼠,精灵技能,LV46,普通,无畏之心,5,防御,0
NO051,蹦床松鼠,血脉技能,,普通,星星撞击,2,魔攻,90
NO051,蹦床松鼠,血脉技能,,恶,等价交换,3,防御,0
NO051,蹦床松鼠,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO051,蹦床松鼠,血脉技能,,电,集中,2,防御,0
NO051,蹦床松鼠,血脉技能,,武,贯手,2,魔攻,80
NO051,蹦床松鼠,血脉技能,,火,火焰护盾,2,防御,0
NO051,蹦床松鼠,血脉技能,,幽,虚化,2,防御,0
NO051,蹦床松鼠,血脉技能,,草,蜡质膜,2,防御,0
NO051,蹦床松鼠,血脉技能,,冰,雪替身,2,防御,0
NO051,蹦床松鼠,血脉技能,,虫,掩护,2,防御,0
NO051,蹦床松鼠,血脉技能,,光,虹光冲击,3,魔攻,100
NO051,蹦床松鼠,血脉技能,,机械,离子震荡,3,魔攻,90
NO051,蹦床松鼠,血脉技能,,萌,魅惑,1,魔攻,60
NO051,蹦床松鼠,血脉技能,,幻,冥想,3,防御,0
NO051,蹦床松鼠,血脉技能,,地,淤泥表皮,2,防御,0
NO051,蹦床松鼠,血脉技能,,毒,溃烂触碰,1,物攻,60
NO051,蹦床松鼠,血脉技能,,水,水泡盾,2,防御,0
NO051,蹦床松鼠,血脉技能,,翼,羽翼庇护,3,防御,0
NO051,蹦床松鼠,可学技能石,,地,刺盾,2,防御,0
NO051,蹦床松鼠,可学技能石,,武,化劲,2,状态,0
NO051,蹦床松鼠,可学技能石,,普通,取念,0,状态,0
NO051,蹦床松鼠,可学技能石,,武,寸拳,0,物攻,30
NO051,蹦床松鼠,可学技能石,,武,影袭,3,物攻,100
NO051,蹦床松鼠,可学技能石,,武,气波,0,魔攻,40
NO051,蹦床松鼠,可学技能石,,地,泥巴喷射,1,魔攻,60
NO051,蹦床松鼠,可学技能石,,普通,热身运动,2,状态,0
NO051,蹦床松鼠,可学技能石,,地,硬化,2,防御,0
NO051,蹦床松鼠,可学技能石,,武,硬门,2,防御,0
NO051,蹦床松鼠,可学技能石,,地,落石,1,物攻,55
NO051,蹦床松鼠,可学技能石,,普通,血气,2,防御,0
NO051,蹦床松鼠,可学技能石,,普通,追打,3,魔攻,75
NO051,蹦床松鼠,可学技能石,,地,遁地,3,防御,0
NO051,蹦床松鼠,可学技能石,,普通,锐利眼神,2,状态,0
NO051,蹦床松鼠,可学技能石,,普通,音爆,4,魔攻,130
NO052,嘟嘟煲,精灵技能,LV1,普通,防御,1,防御,0
NO052,嘟嘟煲,精灵技能,LV1,毒,毒泡泡,0,魔攻,40
NO052,嘟嘟煲,精灵技能,LV5,普通,取念,0,状态,0
NO052,嘟嘟煲,精灵技能,LV12,普通,拍击,1,魔攻,65
NO052,嘟嘟煲,精灵技能,LV16,毒,毒孢子,3,状态,0
NO052,嘟嘟煲,精灵技能,LV23,毒,腐蚀酸液,2,魔攻,35
NO052,嘟嘟煲,精灵技能,LV27,毒,以毒攻毒,1,状态,0
NO052,嘟嘟煲,精灵技能,LV30,毒,瘴气喷射,3,魔攻,100
NO052,嘟嘟煲,精灵技能,LV34,毒,疫病吐息,3,状态,0
NO052,嘟嘟煲,精灵技能,LV35,毒,落井下毒,6,状态,0
NO052,嘟嘟煲,精灵技能,LV38,毒,毒雾,7,状态,0
NO052,嘟嘟煲,精灵技能,LV39,毒,毒液渗透,5,魔攻,120
NO052,嘟嘟煲,精灵技能,LV49,毒,剧毒,2,状态,0
NO052,嘟嘟煲,血脉技能,,普通,休息回复,2,状态,0
NO052,嘟嘟煲,血脉技能,,恶,贪婪,2,状态,0
NO052,嘟嘟煲,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO052,嘟嘟煲,血脉技能,,电,麻痹,2,状态,0
NO052,嘟嘟煲,血脉技能,,武,化劲,2,状态,0
NO052,嘟嘟煲,血脉技能,,火,火焰箭,2,物攻,80
NO052,嘟嘟煲,血脉技能,,幽,勾魂,1,状态,0
NO052,嘟嘟煲,血脉技能,,草,徒长,2,状态,0
NO052,嘟嘟煲,血脉技能,,冰,霜降,1,状态,0
NO052,嘟嘟煲,血脉技能,,虫,假寐,2,状态,0
NO052,嘟嘟煲,血脉技能,,光,虹光冲击,3,魔攻,100
NO052,嘟嘟煲,血脉技能,,机械,啮合传递,1,状态,0
NO052,嘟嘟煲,血脉技能,,萌,甜心续航,3,状态,0
NO052,嘟嘟煲,血脉技能,,幻,超维投射,4,状态,0
NO052,嘟嘟煲,血脉技能,,地,泥浆铠甲,2,状态,0
NO052,嘟嘟煲,血脉技能,,毒,毒沼,2,物攻,80
NO052,嘟嘟煲,血脉技能,,水,蓄水,1,状态,0
NO052,嘟嘟煲,血脉技能,,翼,羽化加速,2,状态,0
NO052,嘟嘟煲,可学技能石,,普通,吓退,2,防御,0
NO052,嘟嘟煲,可学技能石,,普通,应激反应,2,状态,0
NO052,嘟嘟煲,可学技能石,,火,引燃,2,状态,0
NO052,嘟嘟煲,可学技能石,,普通,摇篮曲,5,状态,0
NO052,嘟嘟煲,可学技能石,,火,易燃物质,3,魔攻,30
NO052,嘟嘟煲,可学技能石,,普通,晒太阳,1,状态,0
NO052,嘟嘟煲,可学技能石,,普通,激怒,3,状态,0
NO052,嘟嘟煲,可学技能石,,火,炎枪,3,魔攻,100
NO052,嘟嘟煲,可学技能石,,火,热身,1,状态,0
NO052,嘟嘟煲,可学技能石,,普通,热身运动,2,状态,0
NO052,嘟嘟煲,可学技能石,,火,焚烧烙印,3,状态,0
NO052,嘟嘟煲,可学技能石,,机械,离子震荡,3,魔攻,90
NO052,嘟嘟煲,可学技能石,,普通,精神扰乱,0,状态,0
NO052,嘟嘟煲,可学技能石,,机械,轴承支撑,3,状态,0
NO053,嘟嘟锅,精灵技能,LV1,普通,防御,1,防御,0
NO053,嘟嘟锅,精灵技能,LV1,毒,毒泡泡,0,魔攻,40
NO053,嘟嘟锅,精灵技能,LV5,普通,取念,0,状态,0
NO053,嘟嘟锅,精灵技能,LV12,普通,拍击,1,魔攻,65
NO053,嘟嘟锅,精灵技能,LV16,毒,毒孢子,3,状态,0
NO053,嘟嘟锅,精灵技能,LV23,毒,腐蚀酸液,2,魔攻,35
NO053,嘟嘟锅,精灵技能,LV27,毒,以毒攻毒,1,状态,0
NO053,嘟嘟锅,精灵技能,LV30,毒,瘴气喷射,3,魔攻,100
NO053,嘟嘟锅,精灵技能,LV34,毒,疫病吐息,3,状态,0
NO053,嘟嘟锅,精灵技能,LV35,毒,落井下毒,6,状态,0
NO053,嘟嘟锅,精灵技能,LV38,毒,毒雾,7,状态,0
NO053,嘟嘟锅,精灵技能,LV39,毒,毒液渗透,5,魔攻,120
NO053,嘟嘟锅,精灵技能,LV49,毒,剧毒,2,状态,0
NO053,嘟嘟锅,血脉技能,,普通,休息回复,2,状态,0
NO053,嘟嘟锅,血脉技能,,恶,贪婪,2,状态,0
NO053,嘟嘟锅,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO053,嘟嘟锅,血脉技能,,电,麻痹,2,状态,0
NO053,嘟嘟锅,血脉技能,,武,化劲,2,状态,0
NO053,嘟嘟锅,血脉技能,,火,火焰箭,2,物攻,80
NO053,嘟嘟锅,血脉技能,,幽,勾魂,1,状态,0
NO053,嘟嘟锅,血脉技能,,草,徒长,2,状态,0
NO053,嘟嘟锅,血脉技能,,冰,霜降,1,状态,0
NO053,嘟嘟锅,血脉技能,,虫,假寐,2,状态,0
NO053,嘟嘟锅,血脉技能,,光,虹光冲击,3,魔攻,100
NO053,嘟嘟锅,血脉技能,,机械,啮合传递,1,状态,0
NO053,嘟嘟锅,血脉技能,,萌,甜心续航,3,状态,0
NO053,嘟嘟锅,血脉技能,,幻,超维投射,4,状态,0
NO053,嘟嘟锅,血脉技能,,地,泥浆铠甲,2,状态,0
NO053,嘟嘟锅,血脉技能,,毒,毒沼,2,物攻,80
NO053,嘟嘟锅,血脉技能,,水,蓄水,1,状态,0
NO053,嘟嘟锅,血脉技能,,翼,羽化加速,2,状态,0
NO053,嘟嘟锅,可学技能石,,普通,吓退,2,防御,0
NO053,嘟嘟锅,可学技能石,,普通,应激反应,2,状态,0
NO053,嘟嘟锅,可学技能石,,火,引燃,2,状态,0
NO053,嘟嘟锅,可学技能石,,普通,摇篮曲,5,状态,0
NO053,嘟嘟锅,可学技能石,,火,易燃物质,3,魔攻,30
NO053,嘟嘟锅,可学技能石,,普通,晒太阳,1,状态,0
NO053,嘟嘟锅,可学技能石,,普通,激怒,3,状态,0
NO053,嘟嘟锅,可学技能石,,火,炎枪,3,魔攻,100
NO053,嘟嘟锅,可学技能石,,火,热身,1,状态,0
NO053,嘟嘟锅,可学技能石,,普通,热身运动,2,状态,0
NO053,嘟嘟锅,可学技能石,,火,焚烧烙印,3,状态,0
NO053,嘟嘟锅,可学技能石,,机械,离子震荡,3,魔攻,90
NO053,嘟嘟锅,可学技能石,,普通,精神扰乱,0,状态,0
NO053,嘟嘟锅,可学技能石,,机械,轴承支撑,3,状态,0
NO054,小灵面,精灵技能,LV1,普通,防御,1,防御,0
NO054,小灵面,精灵技能,LV1,幽,鬼火,0,魔攻,30
NO054,小灵面,精灵技能,LV5,幽,勾魂,1,状态,0
NO054,小灵面,精灵技能,LV10,普通,许愿星,3,魔攻,110
NO054,小灵面,精灵技能,LV11,普通,取念,0,状态,0
NO054,小灵面,精灵技能,LV16,幽,幽灵爆发,5,魔攻,140
NO054,小灵面,精灵技能,LV21,普通,聒噪,3,状态,0
NO054,小灵面,精灵技能,LV27,幽,报复,2,防御,0
NO054,小灵面,精灵技能,LV34,幽,背袭,2,魔攻,40
NO054,小灵面,精灵技能,LV35,幽,嘲弄,2,状态,0
NO054,小灵面,精灵技能,LV39,幽,恐吓,2,魔攻,80
NO054,小灵面,精灵技能,LV40,幽,降灵,2,状态,0
NO054,小灵面,精灵技能,LV45,幽,恶作剧,1,状态,0
NO054,小灵面,血脉技能,,普通,休息回复,2,状态,0
NO054,小灵面,血脉技能,,恶,诋毁,2,物攻,80
NO054,小灵面,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO054,小灵面,血脉技能,,电,麻痹,2,状态,0
NO054,小灵面,血脉技能,,武,化劲,2,状态,0
NO054,小灵面,血脉技能,,火,火焰箭,2,物攻,80
NO054,小灵面,血脉技能,,幽,灵媒,3,魔攻,100
NO054,小灵面,血脉技能,,草,徒长,2,状态,0
NO054,小灵面,血脉技能,,冰,霜降,1,状态,0
NO054,小灵面,血脉技能,,虫,假寐,2,状态,0
NO054,小灵面,血脉技能,,光,虹光冲击,3,魔攻,100
NO054,小灵面,血脉技能,,机械,啮合传递,1,状态,0
NO054,小灵面,血脉技能,,萌,甜心续航,3,状态,0
NO054,小灵面,血脉技能,,幻,超维投射,4,状态,0
NO054,小灵面,血脉技能,,地,泥浆铠甲,2,状态,0
NO054,小灵面,血脉技能,,毒,毒孢子,3,状态,0
NO054,小灵面,血脉技能,,水,蓄水,1,状态,0
NO054,小灵面,血脉技能,,翼,羽化加速,2,状态,0
NO054,小灵面,可学技能石,,恶,力量吞噬,4,状态,0
NO054,小灵面,可学技能石,,普通,吓退,2,防御,0
NO054,小灵面,可学技能石,,火,引燃,2,状态,0
NO054,小灵面,可学技能石,,恶,掠夺,1,魔攻,60
NO054,小灵面,可学技能石,,普通,摇篮曲,5,状态,0
NO054,小灵面,可学技能石,,普通,操控,1,状态,0
NO054,小灵面,可学技能石,,恶,暗箱操作,1,状态,0
NO054,小灵面,可学技能石,,火,流火,1,魔攻,15
NO054,小灵面,可学技能石,,普通,激怒,3,状态,0
NO054,小灵面,可学技能石,,火,热身,1,状态,0
NO054,小灵面,可学技能石,,普通,穿膛,2,物攻,65
NO054,小灵面,可学技能石,,普通,精神扰乱,0,状态,0
NO054,小灵面,可学技能石,,恶,贪婪,2,状态,0
NO054,小灵面,可学技能石,,恶,黑手,3,魔攻,45
NO055,暗影灵面,精灵技能,LV1,普通,防御,1,防御,0
NO055,暗影灵面,精灵技能,LV1,幽,鬼火,0,魔攻,30
NO055,暗影灵面,精灵技能,LV5,幽,勾魂,1,状态,0
NO055,暗影灵面,精灵技能,LV10,普通,许愿星,3,魔攻,110
NO055,暗影灵面,精灵技能,LV11,普通,取念,0,状态,0
NO055,暗影灵面,精灵技能,LV16,幽,幽灵爆发,5,魔攻,140
NO055,暗影灵面,精灵技能,LV21,普通,聒噪,3,状态,0
NO055,暗影灵面,精灵技能,LV27,幽,报复,2,防御,0
NO055,暗影灵面,精灵技能,LV34,幽,背袭,2,魔攻,40
NO055,暗影灵面,精灵技能,LV35,幽,嘲弄,2,状态,0
NO055,暗影灵面,精灵技能,LV39,幽,恐吓,2,魔攻,80
NO055,暗影灵面,精灵技能,LV40,幽,降灵,2,状态,0
NO055,暗影灵面,精灵技能,LV45,幽,恶作剧,1,状态,0
NO055,暗影灵面,血脉技能,,普通,休息回复,2,状态,0
NO055,暗影灵面,血脉技能,,恶,诋毁,2,物攻,80
NO055,暗影灵面,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO055,暗影灵面,血脉技能,,电,麻痹,2,状态,0
NO055,暗影灵面,血脉技能,,武,化劲,2,状态,0
NO055,暗影灵面,血脉技能,,火,火焰箭,2,物攻,80
NO055,暗影灵面,血脉技能,,幽,灵媒,3,魔攻,100
NO055,暗影灵面,血脉技能,,草,徒长,2,状态,0
NO055,暗影灵面,血脉技能,,冰,霜降,1,状态,0
NO055,暗影灵面,血脉技能,,虫,假寐,2,状态,0
NO055,暗影灵面,血脉技能,,光,虹光冲击,3,魔攻,100
NO055,暗影灵面,血脉技能,,机械,啮合传递,1,状态,0
NO055,暗影灵面,血脉技能,,萌,甜心续航,3,状态,0
NO055,暗影灵面,血脉技能,,幻,超维投射,4,状态,0
NO055,暗影灵面,血脉技能,,地,泥浆铠甲,2,状态,0
NO055,暗影灵面,血脉技能,,毒,毒孢子,3,状态,0
NO055,暗影灵面,血脉技能,,水,蓄水,1,状态,0
NO055,暗影灵面,血脉技能,,翼,羽化加速,2,状态,0
NO055,暗影灵面,可学技能石,,恶,力量吞噬,4,状态,0
NO055,暗影灵面,可学技能石,,普通,吓退,2,防御,0
NO055,暗影灵面,可学技能石,,火,引燃,2,状态,0
NO055,暗影灵面,可学技能石,,恶,掠夺,1,魔攻,60
NO055,暗影灵面,可学技能石,,普通,摇篮曲,5,状态,0
NO055,暗影灵面,可学技能石,,普通,操控,1,状态,0
NO055,暗影灵面,可学技能石,,恶,暗箱操作,1,状态,0
NO055,暗影灵面,可学技能石,,火,流火,1,魔攻,15
NO055,暗影灵面,可学技能石,,普通,激怒,3,状态,0
NO055,暗影灵面,可学技能石,,火,热身,1,状态,0
NO055,暗影灵面,可学技能石,,普通,穿膛,2,物攻,65
NO055,暗影灵面,可学技能石,,普通,精神扰乱,0,状态,0
NO055,暗影灵面,可学技能石,,恶,贪婪,2,状态,0
NO055,暗影灵面,可学技能石,,恶,黑手,3,魔攻,45
NO056,幽冥眼,精灵技能,LV1,普通,防御,1,防御,0
NO056,幽冥眼,精灵技能,LV1,幽,鬼火,0,魔攻,30
